,ness_ID,Cincerta_transcript_ID,PID,aligned_sites,k0,k4,diffs0,sites0,diffs4,sites4,gene,transcript,SFS0,SFS4,pi0,pi4,chlamynet_connectivity,between_centrality
1520,26893155,g9433.t1,0.03,533,0.01704618830816713,0.1061840799987035,6,356,10,101,Cre06.g299000,Cre06.g299000.t1.2,"[356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.009739843649878252,64,72319.72284
1521,26889941,g15930.t1,0.16,2599,0.0756944389424704,0.5634773255377644,126,1750,187,472,g7755,g7755.t1,"[5404, 3, 2, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1603, 1, 0, 4, 0, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0037974622889233897,0.008876766081661462,22,632.2550738
1522,26901428,g10876.t1,0.05,502,0.015167352088532347,0.16973484455661658,5,333,12,79,g2973,g2973.t1,"[438, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[115, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0012004801920768304,0.01628540305010893,69,4888.024158
1523,26899900,g13502.t1,0.11,276,0.02193940712807805,0.4408399986765892,4,185,15,45,Cre02.g076450,Cre02.g076450.t1.2,"[288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[75, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.01993877719864317,3,5.0462574369999995
1524,26894892,g12924.t1,0.2,9143,0.13631692415160865,0.5068663387071952,749,6009,766,2079,Cre09.g405900,Cre09.g405900.t1.3,"[3480, 73, 14, 9, 10, 5, 13, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1087, 67, 14, 13, 14, 9, 7, 11, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00864408465091892,0.030617708018595383,4,7573.373197
1525,26907090,g17268.t1,0.24,2256,0.21490646360660187,0.5867062203419644,273,1461,210,516,Cre12.g520300,Cre12.g520300.t1.2,"[1408, 12, 8, 9, 13, 2, 8, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[441, 14, 7, 6, 15, 2, 10, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013352198151781703,0.04434923575729505,3,11271.40364
1526,26906044,g4272.t1,0.12,2061,0.058234575478903726,0.400813827663434,72,1285,145,467,g5040,g5040.t1,"[976, 7, 6, 3, 5, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[298, 13, 8, 7, 8, 3, 8, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008189464364763168,0.051495903525729546,9,36740.31019
1527,26889293,g15933.t1,0.22,2049,0.15512926002131078,0.6044817173187341,184,1313,188,453,Cre07.g333450,Cre07.g333450.t1.2,"[1299, 1, 6, 5, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[433, 1, 3, 4, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006451963501449963,0.023714123330491617,2,198.51268480000002
1528,26888087,g13621.t1,0.22,466,0.2398757810382467,0.40786765611075204,62,302,28,89,Cre08.g377500,Cre08.g377500.t1.2,"[568, 6, 5, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[164, 7, 0, 7, 2, 2, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005920404691556988,0.0350340853187153,15,3157.670366
1529,26907659,g12180.t1,0.25,4001,0.22526705605975705,0.5526306486171698,503,2585,375,959,Cre12.g486950,Cre12.g486950.t1.3,"[2699, 77, 24, 9, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[964, 33, 17, 7, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008172824606791189,0.013293345734550679,4,44777.86295
1530,26895283,g12952.t1,0.19,1888,0.13884287506164086,0.4718886466962824,154,1215,152,434,g10033,g10033.t1,"[1118, 4, 2, 3, 3, 7, 3, 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[331, 10, 2, 3, 3, 6, 6, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011163921114347854,0.0464951412663831,6,1032.8200359999998
1531,26907870,g4698.t1,0.11,3030,0.060869220428432576,0.3095358262973062,115,1967,158,623,g13120,g13120.t1,"[1358, 4, 7, 2, 1, 1, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[350, 26, 8, 5, 7, 2, 17, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004507386711029589,0.046578376776327084,43,14619.64365
1532,26893557,g2104.t1,0.14,752,0.08027887228005469,0.40424737554951534,37,486,50,160,Cre06.g251700,Cre06.g251700.t1.2,"[311, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0016130383777442604,0.0,4,1564.7834380000002
1533,26902587,g2520.t1,0.07,1261,0.019387186095993988,0.2364855083354001,16,836,43,212,g4364,g4364.t1,"[916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 7, 5, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.013240928555330175,12,139666.6433
1534,26891579,g617.t1,0.16,1378,0.0925342658703785,0.4849703736937894,78,896,105,294,Cre16.g695600,Cre16.g695600.t1.2,"[805, 5, 0, 0, 3, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[237, 5, 2, 0, 1, 3, 0, 9, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006941956644614808,0.05002794178390068,1,0.0
1535,26899252,g3731.t1,0.06,2935,0.02413076777089206,0.24630131996142723,45,1895,114,543,g13842,g13842.t1,"[1863, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[495, 20, 6, 3, 1, 2, 5, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0005703209192313613,0.018595746756414004,102,147611.2144
1536,26890308,g12678.t1,0.13,3393,0.06965450755471568,0.3904985260132344,149,2240,228,749,g11562,g11562.t1,"[2200, 29, 19, 3, 3, 2, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[614, 35, 39, 20, 11, 10, 8, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005750015892003722,0.05439734084235363,6,232.8913085
1537,26894656,g11418.t1,0.09,681,0.04543221433824774,0.27662323119628796,19,431,31,134,Cre06.g307550,Cre06.g307550.t1.3,"[537, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[154, 7, 3, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0007988380537400145,0.022431063155045054,5,1542.077679
1538,26888323,g11534.t1,0.11,8226,0.0570954492006191,0.30623144205661823,290,5275,487,1937,g8736,g8736.t1,"[3443, 24, 1, 6, 5, 3, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1030, 84, 27, 24, 22, 11, 19, 12, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003531021880727847,0.04974727321096036,4,1216.290865
1539,26894822,g13955.t1,0.16,2145,0.09129798397851127,0.4223205392338107,120,1396,155,480,Cre09.g388350,Cre09.g388350.t1.3,"[1316, 11, 0, 4, 3, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[416, 17, 0, 1, 2, 3, 12, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00473612330504341,0.026244343891402715,18,5337.837046
1540,26897289,g3303.t1,0.08,715,0.04361694011780555,0.244066800325971,20,472,30,144,Cre17.g721700,Cre17.g721700.t1.2,"[471, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[130, 8, 2, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0009970089730807576,0.026549470362857788,16,866.2618892
1541,26897309,g16523.t1,0.11,1006,0.04599749905603677,0.3666350377854116,29,650,58,200,Cre17.g728200,Cre17.g728200.t1.3,"[800, 2, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[207, 3, 3, 1, 1, 1, 1, 4, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0031951724584223123,0.03810257727545167,2,0.0
1542,26903954,g6691.t1,0.12,1646,0.06726085921251891,0.35967981019641465,68,1057,96,336,Cre01.g035250,Cre01.g035250.t1.2,"[998, 16, 8, 2, 4, 3, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[279, 11, 11, 7, 9, 3, 6, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011345300207819278,0.04685741366032818,5,16880.0
1543,26902336,g5230.t1,0.06,2693,0.015616527181397331,0.18616023795199338,27,1747,91,552,Cre03.g185650,Cre03.g185650.t1.2,"[1739, 2, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[486, 17, 14, 9, 5, 5, 7, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000962049577371995,0.03503599507435825,5,16908.95083
1544,26899687,g16693.t1,0.1,2539,0.06864067968157239,0.2395673948573121,110,1677,97,473,g2644,g2644.t1,"[1290, 1, 2, 1, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[348, 11, 4, 0, 7, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0033533126512253642,0.02347077793298498,2,234214.7081
1545,26897573,g7044.t1,0.16,5122,0.10240181668698496,0.38467055346598433,313,3270,356,1183,Cre05.g232300,Cre05.g232300.t1.3,"[2317, 18, 8, 10, 7, 4, 8, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[684, 32, 19, 7, 11, 17, 22, 9, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007662361567858192,0.0510963005892012,2,8441.0
1546,26906683,g7273.t1,0.24,4117,0.2054361623329587,0.5314558377497427,471,2621,364,956,Cre12.g556950,Cre12.g556950.t1.2,"[1686, 40, 12, 12, 14, 2, 5, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[500, 38, 18, 11, 15, 5, 9, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012623422072240969,0.04582725652244369,3,22012.43005
1547,26900762,g14242.t1,0.16,4343,0.10594261899659373,0.41238371049782485,280,2834,315,993,Cre02.g115300,Cre02.g115300.t1.3,"[2819, 25, 17, 7, 3, 5, 3, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[896, 23, 9, 17, 5, 17, 10, 10, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007328389041281453,0.03406158722674107,48,185118.9353
1548,26888096,g11608.t1,0.31,2418,0.3393559387796252,0.5846064480363319,425,1557,216,532,Cre08.g369200,Cre08.g369200.t1.3,"[964, 34, 9, 5, 8, 2, 9, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[312, 11, 6, 7, 8, 4, 4, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020478885066330783,0.038227055528093586,3,0.0
1549,26907286,g11898.t1,0.08,925,0.01894475006942841,0.30409883108112323,11,588,43,172,g12571,g12571.t1,"[683, 2, 1, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[191, 6, 2, 0, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004628055461105444,0.019703491152558584,2,0.0
1550,26889161,g10578.t1,0.11,2008,0.04133496295734965,0.36728443808574435,52,1293,124,427,Cre07.g334250,Cre07.g334250.t1.3,"[1399, 2, 10, 2, 4, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[430, 1, 18, 5, 5, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005536062378167642,0.01972077527915414,17,6540.148201
1551,26888386,g6937.t1,0.11,1269,0.04202087360224692,0.3667595087839546,34,832,76,262,Cre08.g362750,Cre08.g362750.t1.2,"[836, 3, 2, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[216, 11, 13, 3, 7, 7, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003580495559105185,0.04896971511250811,3,0.0
1552,26895761,g16937.t1,0.24,1751,0.17544999732488428,0.7413758776887641,181,1157,178,378,g9922,g9922.t1,"[1296, 3, 2, 0, 1, 0, 3, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[420, 5, 3, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0031380544062681137,0.007110869038973614,2,4665.544168
1553,26905263,g13261.t1,0.24,7572,0.21180043181294247,0.48630364500299006,875,4742,696,1945,Cre10.g440000,Cre10.g440000.t1.3,"[4109, 77, 34, 49, 25, 17, 28, 29, 31, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1454, 59, 40, 35, 17, 15, 36, 17, 25, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021250361665665133,0.047818034317552154,4,92.78211633
1554,26904974,g12391.t1,0.05,1008,0.006012056241177045,0.207564751439693,4,668,33,182,g10494,g10494.t1,"[668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[173, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.015693456869927458,7,18633.8251
1555,26900812,g15316.t1,0.1,1455,0.03379932380883721,0.30736681010784006,31,938,87,345,Cre02.g146050,Cre02.g146050.t1.2,"[877, 1, 4, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[299, 4, 10, 2, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0044994375703037125,0.023037198418462034,74,26640.66109
1556,26890854,g7941.t1,0.13,274,0.05001853087400412,0.43000948556049345,9,186,18,55,g14923,g14923.t1,"[188, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[53, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0019365770999757927,0.01610644257703081,104,51162.82604
1557,26908208,g12038.t1,0.06,2078,0.018750976654062952,0.19569741523526096,25,1350,72,418,Cre12.g507400,Cre12.g507400.t1.2,"[994, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[269, 5, 5, 6, 3, 1, 3, 2, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0004729530002955956,0.036457994050333314,7,3959.336222
1558,26904092,g6158.t1,0.09,512,0.05096865768463135,0.25343021782265496,17,345,20,93,Cre01.g010450,Cre01.g010450.t1.2,"[320, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[73, 3, 1, 6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0027924482486493046,0.037370242214532876,6,16.35546735
1559,26899350,g3740.t1,0.08,1192,0.02499135205149246,0.2960944861630443,19,773,57,233,Cre13.g562150,Cre13.g562150.t1.2,"[678, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 5, 1, 0, 2, 0, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0016291951775822744,0.024549657261278494,3,2305.285061
1560,26901731,g10942.t1,0.24,4582,0.20822380244870964,0.5919829520526407,552,3036,384,938,Cre03.g149350,Cre03.g149350.t1.3,"[3161, 18, 13, 5, 16, 20, 16, 6, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[928, 9, 9, 3, 16, 7, 15, 2, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011760307263519256,0.02544959199444641,7,68.53079014
1561,26903460,g6104.t1,0.3,3009,0.28424389621123863,0.6583591374677366,463,1957,337,769,Cre01.g008250,Cre01.g008250.t1.2,"[1596, 16, 38, 13, 12, 11, 9, 7, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[591, 27, 26, 8, 2, 2, 5, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021388641026227683,0.031057891209975822,223,10595.490170000001
1562,26904458,g13354.t1,0.15,1962,0.11748479866374327,0.38027214282203226,143,1315,122,409,Cre10.g434650,Cre10.g434650.t1.3,"[1309, 17, 6, 1, 1, 5, 5, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[376, 5, 7, 2, 4, 11, 6, 5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009521325159775662,0.038546529723000315,13,16942.64961
1563,26897615,g1281.t1,0.32,3464,0.34720423452298355,0.7108238234191688,622,2238,378,823,Cre05.g244300,Cre05.g244300.t1.3,"[1860, 48, 30, 23, 18, 3, 19, 6, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[601, 20, 28, 13, 12, 4, 16, 12, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021784333158436815,0.05337842137318534,253,10415.05522
1564,26900839,g9561.t1,0.3,8415,0.2881090655659491,0.642676331806038,1310,5476,843,1953,Cre02.g095950,Cre02.g095950.t1.3,"[4746, 117, 25, 24, 70, 31, 44, 27, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1489, 73, 28, 15, 28, 17, 18, 16, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02133146884668183,0.03633940846217061,4,1.18017278
1565,26904699,g13273.t1,0.12,672,0.07226081620223881,0.31885340528015194,31,450,40,154,Cre10.g439450,Cre10.g439450.t1.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",None,None,12,8686.227006000001
1566,26897164,g9268.t1,0.15,1794,0.0750625939177369,0.40663211523755,82,1148,113,360,Cre17.g742650,Cre17.g742650.t1.3,"[1332, 10, 3, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[392, 8, 2, 0, 2, 0, 3, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0030985233599612684,0.015983794647802623,2,3.46331914
1567,26897471,g9749.t1,0.1,595,0.021760365893036832,0.49203257276742624,8,373,35,97,Cre17.g736900,Cre17.g736900.t1.2,"[387, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0012970824068459,0.014138988928904897,1,0.0
1568,26895474,g12966.t1,0.25,5522,0.2321600149577965,0.5423153677344037,716,3586,493,1277,g10015,g10015.t1,"[2903, 48, 15, 16, 14, 7, 9, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[887, 52, 24, 32, 20, 11, 13, 5, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009984574211456624,0.04372387791296151,2,0.0
1569,26890849,g12832.t1,0.07,273,-0.0,0.4769915750399977,0,189,12,34,Cre14.g614350,Cre14.g614350.t1.2,"[287, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[54, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010212418300653595,0.009506833036244802,154,76326.45002
1570,26891697,g15772.t1,0.23,4516,0.1984417196172016,0.5021109161731439,510,2925,377,1030,Cre16.g672350,Cre16.g672350.t1.3,"[2651, 37, 11, 12, 15, 15, 14, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[879, 33, 9, 5, 7, 5, 12, 9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01374575304767425,0.02438411261940674,12,5859.6126890000005
1571,26889394,g16059.t1,0.16,1461,0.11782290834079175,0.42446827084553024,105,963,94,290,Cre07.g327450,Cre07.g327450.t1.2,"[946, 2, 2, 5, 2, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[271, 4, 4, 3, 2, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0053130053130053135,0.0182056675034489,3,0.36111111100000004
1572,26896545,g13030.t1,0.25,845,0.22172671273453967,0.6557823284664681,105,547,80,183,g18067,g18067.t1,"[693, 3, 9, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[224, 1, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005291444269292108,0.013676058658757621,5,306.2603099
1573,26902333,g10887.t1,0.05,1965,0.016760474018997412,0.17539824079448357,21,1267,66,422,g2991,g2991.t1,"[1016, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[316, 3, 4, 3, 6, 2, 4, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0008394207356145071,0.029392764857881136,8,9378.924461
1574,26900390,g7607.t1,0.17,2662,0.11306631811959013,0.4440213396078615,180,1715,190,567,Cre02.g112500,Cre02.g112500.t1.3,"[1742, 13, 1, 2, 3, 0, 1, 5, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[536, 19, 7, 3, 2, 0, 2, 4, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007673591615197454,0.020407933288257834,28,3105.488864
1575,26902490,g2663.t1,0.16,637,0.11591139857539412,0.32648855344338423,45,419,36,136,Cre03.g199650,Cre03.g199650.t1.3,"[501, 1, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[150, 1, 4, 7, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006548763296168141,0.029648003779825186,7,66595.16542
1576,26894739,g9329.t1,0.09,1456,0.044019788169462164,0.2457655552991101,41,959,57,272,Cre06.g304600,Cre06.g304600.t1.2,"[890, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[243, 5, 6, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0014751524445904992,0.016529134176193,22,113894.787
1577,26892375,g4021.t1,0.11,1206,0.05283874571295852,0.30274626083176037,40,784,69,277,Cre16.g671450,Cre16.g671450.t1.2,"[717, 10, 6, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[227, 4, 8, 0, 5, 5, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00574773721593425,0.03578110982955274,7,9.914037733999999
1578,26888851,g16420.t1,0.11,3124,0.06713252979075,0.3522723425744808,131,2040,183,651,g7246,g7246.t1,"[1434, 11, 1, 0, 5, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[427, 12, 2, 2, 4, 3, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00387398549163255,0.023767082590612002,10,0.7793586029999999
1579,26903424,g6109.t1,0.14,1620,0.07414693605651948,0.38405613237481706,73,1034,107,356,Cre01.g008500,Cre01.g008500.t1.2,"[998, 6, 7, 7, 2, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[294, 9, 13, 10, 4, 7, 1, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0075743097758921634,0.05486122683256495,1,0.0
1580,26901675,g5602.t1,0.14,6921,0.09443088715034237,0.35308965296725575,392,4418,432,1534,Cre03.g168800,Cre03.g168800.t1.3,"[4089, 77, 18, 20, 8, 3, 13, 15, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1217, 98, 29, 24, 10, 6, 18, 16, 18, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011280868027786203,0.04182282331215035,6,532.4970905
1581,26895347,g16773.t1,0.07,535,0.008379975448593894,0.3205830111202047,3,360,24,92,Cre09.g406800,Cre09.g406800.t1.3,"[362, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[72, 8, 3, 4, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00030609121518212427,0.05713683322791482,11,26345.25245
1582,26905501,g12258.t1,0.12,963,0.03834700989195318,0.5504768813101504,24,642,78,200,g10637,g10637.t1,"[442, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[124, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0017331277080120436,0.005866913694611703,19,766.9185356
1583,26908131,g12205.t1,0.25,4087,0.2084957550714996,0.5793758710587407,482,2648,358,887,Cre12.g488150,Cre12.g488150.t1.3,"[2833, 10, 24, 29, 6, 7, 4, 11, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[890, 11, 31, 19, 3, 4, 5, 4, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010903645467733635,0.025802260795028394,7,1049.3613560000001
1584,26906160,g327.t1,0.24,2779,0.20180121291248945,0.6216693246333662,316,1786,273,646,g4888,g4888.t1,"[1182, 26, 10, 1, 4, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[400, 11, 12, 7, 7, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007748475034168807,0.02623211446740859,6,1477.0093550000001
1585,26895668,g15483.t1,0.15,1628,0.0911728188722171,0.3767921199502729,91,1060,101,341,g9610,g9610.t1,"[1044, 11, 9, 0, 3, 2, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[304, 9, 13, 3, 4, 0, 9, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00795125980999587,0.041176470588235294,1,0.0
